"","element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","value","transfers_balance","selected","transfers_in","transfers_out","playername"
"1485",266,33,10,1,FALSE,"2020-10-03T16:30:00Z",1,1,4,13,0,0,0,0,0,0,0,0,0,0,0,5,"2.4","0.3","1.0","0.4",55,-4570,101126,5311,9881,"Fernando Luiz Rosa"
"1486",266,44,1,1,TRUE,"2020-10-17T16:30:00Z",1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.1","0.0","0.0",55,-9070,94942,2971,12041,"Fernando Luiz Rosa"
"1487",267,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-292,2235,106,398,"Claudio Bravo"
"1488",267,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-225,2180,104,329,"Claudio Bravo"
"1489",267,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-153,2126,58,211,"Claudio Bravo"
"1490",267,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-151,2057,69,220,"Claudio Bravo"
"1491",268,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",105,-37798,235327,45002,82800,"Sergio Agüero"
"1492",268,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",104,-118886,116374,10519,129405,"Sergio Agüero"
"1493",268,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",104,-24868,97547,524,25392,"Sergio Agüero"
"1494",268,44,1,2,TRUE,"2020-10-17T16:30:00Z",1,0,5,64,0,0,1,0,0,0,0,0,0,0,0,14,"4.0","35.2","10.0","4.9",104,-1486,98872,14179,15665,"Sergio Agüero"
"1495",269,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-828,49848,3032,3860,"Nicolás Otamendi"
"1496",269,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-8964,42756,2107,11071,"Nicolás Otamendi"
"1497",269,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",49,-13790,29259,69,13859,"Nicolás Otamendi"
"1498",269,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",49,-7239,22581,50,7289,"Nicolás Otamendi"
"1499",270,18,20,2,FALSE,"2020-09-21T19:15:00Z",1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,12,"23.8","6.3","12.0","4.2",60,5851,356412,32197,26346,"Kyle Walker"
"1500",270,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,9,"5.4","10.8","17.0","3.3",60,11411,401231,47840,36429,"Kyle Walker"
"1501",270,33,10,2,FALSE,"2020-10-03T16:30:00Z",1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,13,"9.0","12.3","8.0","2.9",60,-31558,379917,14145,45703,"Kyle Walker"
"1502",270,44,1,7,TRUE,"2020-10-17T16:30:00Z",1,0,5,90,0,0,1,0,0,0,0,0,0,0,1,26,"16.4","3.3","0.0","2.0",60,-19041,376629,18520,37561,"Kyle Walker"
"1503",271,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",55,2066,38249,7304,5238,"Ilkay Gündogan"
"1504",271,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",55,-14468,23822,1806,16274,"Ilkay Gündogan"
"1505",271,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",54,-5634,19094,156,5790,"Ilkay Gündogan"
"1506",271,44,1,1,TRUE,"2020-10-17T16:30:00Z",1,0,5,25,0,0,0,0,0,0,0,0,0,0,0,4,"2.8","13.7","0.0","1.7",54,-3182,16192,143,3325,"Ilkay Gündogan"
"1507",272,18,20,13,FALSE,"2020-09-21T19:15:00Z",1,3,2,90,1,1,0,1,0,0,0,0,0,0,3,42,"85.2","71.6","64.0","22.1",115,344561,2063222,447375,102814,"Kevin De Bruyne"
"1508",272,24,9,2,TRUE,"2020-09-27T15:30:00Z",2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,13,"10.4","42.5","10.0","6.3",116,732522,2937597,817530,85008,"Kevin De Bruyne"
"1509",272,33,10,2,FALSE,"2020-10-03T16:30:00Z",1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,11,"19.2","71.3","53.0","14.4",117,162180,3145452,280249,118069,"Kevin De Bruyne"
"1510",272,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",116,-1309566,1796464,72478,1382044,"Kevin De Bruyne"
"1511",273,18,20,2,FALSE,"2020-09-21T19:15:00Z",1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,14,"20.2","0.3","0.0","2.1",50,-502,28676,2022,2524,"John Stones"
"1512",273,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,7191,42615,12556,5365,"John Stones"
"1513",273,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-5411,38156,2200,7611,"John Stones"
"1514",273,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-5594,34380,1052,6646,"John Stones"
"1515",274,18,20,1,FALSE,"2020-09-21T19:15:00Z",1,3,2,90,0,0,0,1,0,0,0,1,0,0,0,11,"14.6","3.9","8.0","2.7",60,-5287,121294,4856,10143,"Benjamin Mendy"
"1516",274,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,10,"2.0","21.0","0.0","2.3",60,-1754,130092,9921,11675,"Benjamin Mendy"
"1517",274,33,10,1,FALSE,"2020-10-03T16:30:00Z",1,1,4,70,0,0,0,1,0,0,0,1,0,0,0,2,"0.0","1.3","2.0","0.1",60,-10029,124430,3502,13531,"Benjamin Mendy"
"1518",274,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",60,-8466,121074,3220,11686,"Benjamin Mendy"
"1519",275,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",85,19355,151442,43778,24423,"Riyad Mahrez"
"1520",275,24,9,12,TRUE,"2020-09-27T15:30:00Z",2,5,3,90,1,1,0,5,0,0,0,0,0,0,2,39,"52.4","42.9","30.0","12.5",85,-31344,125375,20978,52322,"Riyad Mahrez"
"1521",275,33,10,2,FALSE,"2020-10-03T16:30:00Z",1,1,4,76,0,0,0,1,0,0,0,0,0,0,0,6,"3.0","29.8","5.0","3.8",85,220611,374253,253434,32823,"Riyad Mahrez"
"1522",275,44,1,3,TRUE,"2020-10-17T16:30:00Z",1,0,5,90,0,0,1,0,0,0,0,0,0,0,0,8,"7.2","15.8","70.0","9.3",85,-65148,309895,70506,135654,"Riyad Mahrez"
"1523",276,18,20,5,FALSE,"2020-09-21T19:15:00Z",1,3,2,81,0,1,0,1,0,0,0,0,0,0,0,17,"22.2","14.7","29.0","6.6",115,70648,322864,106804,36156,"Raheem Sterling"
"1524",276,24,9,2,TRUE,"2020-09-27T15:30:00Z",2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,-4,"4.6","6.5","40.0","5.1",115,92242,431789,158435,66193,"Raheem Sterling"
"1525",276,33,10,9,FALSE,"2020-10-03T16:30:00Z",1,1,4,90,1,0,0,1,0,0,0,0,0,0,2,21,"43.2","54.3","69.0","16.7",115,54283,496951,108435,54152,"Raheem Sterling"
"1526",276,44,1,11,TRUE,"2020-10-17T16:30:00Z",1,0,5,90,1,0,1,0,0,0,0,0,0,0,3,28,"39.4","21.0","35.0","9.5",115,-54119,436941,91739,145858,"Raheem Sterling"
"1527",277,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",55,-392,64092,6014,6406,"João Pedro Cavaco Cancelo"
"1528",277,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",55,-20635,45106,3709,24344,"João Pedro Cavaco Cancelo"
"1529",277,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",54,-11691,34491,106,11797,"João Pedro Cavaco Cancelo"
"1530",277,44,1,8,TRUE,"2020-10-17T16:30:00Z",1,0,5,90,0,0,1,0,0,0,0,1,0,0,3,28,"27.2","38.8","6.0","7.2",54,-3042,32560,861,3903,"João Pedro Cavaco Cancelo"
"1531",278,18,20,2,FALSE,"2020-09-21T19:15:00Z",1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,11,"5.0","0.0","0.0","0.5",60,9469,354253,29834,20365,"Ederson Santana de Moraes"
"1532",278,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,90,0,0,0,5,0,0,0,0,0,2,0,13,"14.2","0.0","0.0","1.4",60,1381,383518,33928,32547,"Ederson Santana de Moraes"
"1533",278,33,10,4,FALSE,"2020-10-03T16:30:00Z",1,1,4,90,0,0,0,1,0,0,0,0,0,6,0,17,"42.8","0.0","0.0","4.3",60,-28151,362349,10040,38191,"Ederson Santana de Moraes"
"1534",278,44,1,7,TRUE,"2020-10-17T16:30:00Z",1,0,5,90,0,0,1,0,0,0,0,0,0,3,0,25,"29.0","0.0","0.0","2.9",60,19235,401820,47576,28341,"Ederson Santana de Moraes"
"1535",279,18,20,2,FALSE,"2020-09-21T19:15:00Z",1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,12,"7.4","0.4","0.0","0.8",55,4175,474483,43491,39316,"Nathan Aké"
"1536",279,24,9,5,TRUE,"2020-09-27T15:30:00Z",2,5,3,90,1,0,0,5,0,0,0,1,0,0,0,21,"43.2","7.8","17.0","6.8",55,33398,544619,87670,54272,"Nathan Aké"
"1537",279,33,10,1,FALSE,"2020-10-03T16:30:00Z",1,1,4,19,0,0,0,0,0,0,0,0,0,0,0,4,"4.6","10.7","2.0","1.7",55,7538,572796,47177,39639,"Nathan Aké"
"1538",279,44,1,5,TRUE,"2020-10-17T16:30:00Z",1,0,5,90,0,0,1,0,0,0,0,1,0,0,0,20,"9.2","5.8","0.0","1.5",55,-63361,516579,18625,81986,"Nathan Aké"
"1539",280,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",60,-27389,302527,24063,51452,"Aymeric Laporte"
"1540",280,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",60,-88900,212908,1943,90843,"Aymeric Laporte"
"1541",280,33,10,2,FALSE,"2020-10-03T16:30:00Z",1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,9,"10.8","0.7","6.0","1.8",60,-15958,207518,5388,21346,"Aymeric Laporte"
"1542",280,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",60,-756,217028,12571,13327,"Aymeric Laporte"
"1543",281,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",75,-10501,43760,1947,12448,"Bernardo Mota Veiga de Carvalho e Silva"
"1544",281,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",75,-14252,30180,977,15229,"Bernardo Mota Veiga de Carvalho e Silva"
"1545",281,33,10,1,FALSE,"2020-10-03T16:30:00Z",1,1,4,25,0,0,0,0,0,0,0,0,0,0,0,5,"3.2","12.1","8.0","2.3",74,-2824,29186,3079,5903,"Bernardo Mota Veiga de Carvalho e Silva"
"1546",281,44,1,3,TRUE,"2020-10-17T16:30:00Z",1,0,5,90,0,0,1,0,0,0,0,0,0,0,0,15,"15.8","7.8","4.0","2.8",74,4166,37354,8642,4476,"Bernardo Mota Veiga de Carvalho e Silva"
"1547",282,18,20,6,FALSE,"2020-09-21T19:15:00Z",1,3,2,90,1,0,0,1,0,0,0,1,0,0,1,28,"47.0","13.8","45.0","10.6",95,29514,153900,45431,15917,"Gabriel Fernando de Jesus"
"1548",282,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",95,-14146,151721,74643,88789,"Gabriel Fernando de Jesus"
"1549",282,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",94,-75534,75463,988,76522,"Gabriel Fernando de Jesus"
"1550",282,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",94,-16611,61917,493,17104,"Gabriel Fernando de Jesus"
"1551",283,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",55,-1277,30075,1417,2694,"Oleksandr Zinchenko"
"1552",283,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",55,-7889,23043,1004,8893,"Oleksandr Zinchenko"
"1553",283,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",55,-3822,19999,203,4025,"Oleksandr Zinchenko"
"1554",283,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",55,-3354,16778,50,3404,"Oleksandr Zinchenko"
"1555",284,18,20,9,FALSE,"2020-09-21T19:15:00Z",1,3,2,90,1,0,0,1,0,0,0,0,0,0,2,37,"46.4","18.8","23.0","8.8",65,20071,279640,59741,39670,"Phil Foden"
"1556",284,24,9,2,TRUE,"2020-09-27T15:30:00Z",2,5,3,63,0,0,0,3,0,0,0,0,0,0,0,5,"0.6","3.7","0.0","0.4",65,205051,529454,284995,79944,"Phil Foden"
"1557",284,33,10,2,FALSE,"2020-10-03T16:30:00Z",1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,8,"8.0","26.2","42.0","7.6",66,66213,603199,135460,69247,"Phil Foden"
"1558",284,44,1,6,TRUE,"2020-10-17T16:30:00Z",1,0,5,88,0,1,1,0,0,0,0,0,0,0,0,10,"7.8","7.3","66.0","8.1",66,-84461,521154,52017,136478,"Phil Foden"
"1559",285,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-145,6803,709,854,"Tommy Doyle"
"1560",285,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-226,7281,943,1169,"Tommy Doyle"
"1561",285,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-398,7152,442,840,"Tommy Doyle"
"1562",285,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-610,6677,222,832,"Tommy Doyle"
"1563",286,18,20,1,FALSE,"2020-09-21T19:15:00Z",1,3,2,90,0,0,0,1,0,0,0,1,0,0,0,8,"12.0","16.2","1.0","2.9",55,-1071,37251,3748,4819,"Rodrigo Hernandez"
"1564",286,24,9,2,TRUE,"2020-09-27T15:30:00Z",2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,14,"12.6","8.0","3.0","2.4",55,-3393,36118,3472,6865,"Rodrigo Hernandez"
"1565",286,33,10,2,FALSE,"2020-10-03T16:30:00Z",1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,18,"18.0","5.4","4.0","2.7",55,-974,37249,3853,4827,"Rodrigo Hernandez"
"1566",286,44,1,2,TRUE,"2020-10-17T16:30:00Z",1,0,5,90,0,0,1,0,0,0,0,1,0,0,0,12,"8.2","25.8","2.0","3.6",55,-3143,35663,2464,5607,"Rodrigo Hernandez"
"1567",287,18,20,1,FALSE,"2020-09-21T19:15:00Z",1,3,2,9,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.3","0.0","0.0",70,-2600,79393,8008,10608,"Ferran Torres"
"1568",287,24,9,1,TRUE,"2020-09-27T15:30:00Z",2,5,3,26,0,0,0,2,0,0,0,0,0,0,0,-1,"0.4","11.9","1.0","1.3",70,-12411,68207,2916,15327,"Ferran Torres"
"1569",287,33,10,5,FALSE,"2020-10-03T16:30:00Z",1,1,4,64,0,1,0,1,0,0,0,0,0,0,0,14,"17.2","11.8","40.0","6.9",69,-7005,62847,2704,9709,"Ferran Torres"
"1570",287,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",69,-2055,62459,4543,6598,"Ferran Torres"
"1571",288,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-783,19182,1500,2283,"Eric Garcia"
"1572",288,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,17,"14.6","15.8","0.0","3.0",49,-4026,16149,1074,5100,"Eric Garcia"
"1573",288,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",49,-569,16980,1687,2256,"Eric Garcia"
"1574",288,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",48,-2566,14933,559,3125,"Eric Garcia"
"1575",537,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,0,0,0,0,"Adrián Bernabé"
"1576",537,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,158,366,259,101,"Adrián Bernabé"
"1577",537,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-62,300,48,110,"Adrián Bernabé"
"1578",537,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-30,293,51,81,"Adrián Bernabé"
"1579",538,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,0,0,0,0,"Zack Steffen"
"1580",538,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,105,431,136,31,"Zack Steffen"
"1581",538,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,54,892,120,66,"Zack Steffen"
"1582",538,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,2,1324,154,152,"Zack Steffen"
"1583",539,18,20,0,FALSE,"2020-09-21T19:15:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,0,0,0,0,"Liam Delap"
"1584",539,24,9,1,TRUE,"2020-09-27T15:30:00Z",2,5,3,39,0,0,0,4,0,0,0,0,0,0,0,0,"0.0","0.3","4.0","0.2",45,22979,32011,29701,6722,"Liam Delap"
"1585",539,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,28634,71732,49221,20587,"Liam Delap"
"1586",539,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-3278,69304,17767,21045,"Liam Delap"
"1587",552,24,9,0,TRUE,"2020-09-27T15:30:00Z",2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,0,0,0,0,"Cole Palmer"
"1588",552,33,10,0,FALSE,"2020-10-03T16:30:00Z",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,201,416,270,69,"Cole Palmer"
"1589",552,44,1,0,TRUE,"2020-10-17T16:30:00Z",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,56,642,190,134,"Cole Palmer"
"1590",556,33,10,2,FALSE,"2020-10-03T16:30:00Z",1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,13,"19.8","0.5","8.0","2.8",55,6169,7762,7019,850,"Rúben Santos Gato Alves Dias"
"1591",556,44,1,5,TRUE,"2020-10-17T16:30:00Z",1,0,5,90,0,0,1,0,0,0,0,1,0,0,0,24,"14.8","2.8","0.0","1.8",55,24210,39139,30281,6071,"Rúben Santos Gato Alves Dias"
"1592",289,15,6,0,TRUE,"2020-09-19T16:30:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-1606,11035,144,1750,"Sergio Romero"
"1593",289,19,3,0,FALSE,"2020-09-26T11:30:00Z",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-2408,8733,49,2457,"Sergio Romero"
"1594",289,35,17,0,TRUE,"2020-10-04T15:30:00Z",1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-991,7904,33,1024,"Sergio Romero"
"1595",289,45,14,0,FALSE,"2020-10-17T19:00:00Z",1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",49,-739,7260,68,807,"Sergio Romero"
"1596",290,15,6,0,TRUE,"2020-09-19T16:30:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",60,-391,8726,641,1032,"Juan Mata"
"1597",290,19,3,0,FALSE,"2020-09-26T11:30:00Z",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",60,-1553,8065,361,1914,"Juan Mata"
"1598",290,35,17,0,TRUE,"2020-10-04T15:30:00Z",1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",59,-649,8183,611,1260,"Juan Mata"
"1599",290,45,14,5,FALSE,"2020-10-17T19:00:00Z",1,4,5,90,0,1,0,1,0,0,0,0,0,0,0,24,"29.8","46.5","19.0","9.5",59,-680,8292,529,1209,"Juan Mata"
"1600",291,15,6,1,TRUE,"2020-09-19T16:30:00Z",1,3,2,90,0,0,0,3,0,0,0,0,0,2,0,12,"16.6","0.0","0.0","1.7",55,8554,296170,24934,16380,"David de Gea"
"1601",291,19,3,2,FALSE,"2020-09-26T11:30:00Z",2,3,3,90,0,0,0,2,0,0,0,0,0,3,0,13,"25.8","0.0","0.0","2.6",55,-17027,297884,18294,35321,"David de Gea"
"1602",291,35,17,-1,TRUE,"2020-10-04T15:30:00Z",1,6,4,90,0,0,0,6,0,0,0,0,0,2,0,11,"19.8","0.0","0.0","2.0",55,-23850,282198,5325,29175,"David de Gea"
"1603",291,45,14,3,FALSE,"2020-10-17T19:00:00Z",1,4,5,90,0,0,0,1,0,0,0,0,0,4,0,15,"26.6","0.0","0.0","2.7",55,-18230,275436,11854,30084,"David de Gea"
"1604",292,15,6,0,TRUE,"2020-09-19T16:30:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-573,14080,1048,1621,"Chris Smalling"
"1605",292,19,3,0,FALSE,"2020-09-26T11:30:00Z",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-2608,12433,408,3016,"Chris Smalling"
"1606",292,35,17,0,TRUE,"2020-10-04T15:30:00Z",1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",49,-1693,11443,225,1918,"Chris Smalling"
"1607",292,45,14,0,FALSE,"2020-10-17T19:00:00Z",1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",49,-2284,9392,124,2408,"Chris Smalling"
"1608",293,15,6,1,TRUE,"2020-09-19T16:30:00Z",1,3,2,9,0,0,0,1,0,0,0,0,0,0,0,1,"0.0","0.1","2.0","0.2",65,-1023,21375,2047,3070,"Odion Ighalo"
"1609",293,19,3,0,FALSE,"2020-09-26T11:30:00Z",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",64,-4490,18756,942,5432,"Odion Ighalo"
"1610",293,35,17,0,TRUE,"2020-10-04T15:30:00Z",1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",63,-3516,16479,481,3997,"Odion Ighalo"
"1611",293,45,14,0,FALSE,"2020-10-17T19:00:00Z",1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",63,-1265,16484,1437,2702,"Odion Ighalo"
"1612",294,15,6,0,TRUE,"2020-09-19T16:30:00Z",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",50,-354,4997,211,565,"Marcos Rojo"
