"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","playername"
"471",25,25,83283,0,0,-1,1,0,3,"0.1","0.4",0,"Nathan","1.5",365,FALSE,"Muscle injury - 25% chance of playing","2020-12-23T15:30:21.173975Z",64,"83283.jpg","2.0","Redmond","0.2",FALSE,NA,"d",16,20,18,21917,13,69639,394,"0.2","2.8","Redmond",396,1,0,1,4,0,0,0,0,0,0,0,52,"66.8","52.4","91.0","20.9",302,131,235,140,169,92,270,127,NA,"",3,"",NA,"","Nathan Redmond"
"472",100,25,84939,0,0,-2,2,1,4,"1.8","0.7",2,"Danny","2.8",366,FALSE,"","2020-12-19T17:30:21.090587Z",83,"84939.jpg","5.3","Ings","5.5",FALSE,NA,"a",16,20,64,998496,8900,2277951,9362,"0.3","7.7","Ings",979,6,3,5,12,0,0,0,1,0,0,10,235,"328.6","123.7","381.0","83.2",40,7,136,20,31,14,34,11,NA,"",NA,"",1,"","Danny Ings"
"473",NA,NA,88900,0,0,-4,4,1,2,"1.5","2.5",9,"Jack","2.5",367,FALSE,"",NA,46,"88900.jpg","3.8","Stephens","0.2",FALSE,NA,"a",16,20,23,8014,941,29754,311,"0.5","5.0","Stephens",495,0,0,3,9,0,0,0,1,0,0,4,114,"109.6","39.0","25.0","17.5",243,93,262,73,294,95,288,94,NA,"",NA,"",NA,"","Jack Stephens"
"474",100,100,91047,0,0,0,0,1,3,"1.7","2.7",1,"Stuart","2.7",368,FALSE,"","2020-12-23T15:30:21.193610Z",55,"91047.jpg","3.8","Armstrong","0.6",FALSE,NA,"a",16,20,49,89066,632,76174,2866,"0.5","8.9","Armstrong",1034,2,2,6,11,0,0,0,0,0,0,2,161,"206.4","174.3","114.0","49.3",128,46,79,55,141,78,103,58,NA,"",NA,"",NA,"","Stuart Armstrong"
"475",0,0,93100,0,0,4,-4,1,2,"0.0","0.0",0,"Jannik","3.3",369,FALSE,"Knee injury - Expected back 26 Jan","2020-12-23T15:30:21.206278Z",49,"93100.jpg","4.8","Vestergaard","7.8",FALSE,NA,"i",16,20,63,1394367,656,911464,129457,"0.7","12.9","Vestergaard",1125,3,0,5,13,0,0,0,0,0,0,3,282,"366.2","45.3","149.0","56.1",23,3,248,65,99,12,83,15,NA,"",NA,"",NA,"","Jannik Vestergaard"
"476",100,100,101178,0,0,3,-3,3,3,"1.8","2.8",3,"James","2.8",370,FALSE,"","2020-11-10T18:00:23.245513Z",63,"101178.jpg","4.6","Ward-Prowse","16.5",FALSE,NA,"a",16,20,73,1868869,17588,941205,83182,"0.4","11.6","Ward-Prowse",1440,4,3,7,19,0,0,0,3,0,0,8,335,"403.0","444.4","117.0","96.3",13,6,9,8,136,75,23,14,1,"",1,"",2,"","James Ward-Prowse"
"477",0,0,107265,0,0,-2,2,0,1,"0.0","0.0",0,"Angus","0.0",371,FALSE,"Joined Stoke City on loan until the end of the season on 16/10. - Expected back 01 Jul","2020-10-16T22:00:21.540087Z",43,"107265.jpg","0.0","Gunn","0.1",FALSE,NA,"n",16,20,0,2848,8,17200,95,"0.0","0.0","Gunn",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",499,56,482,34,456,30,503,56,NA,"",NA,"",NA,"","Angus Gunn"
"478",0,0,128198,0,0,-1,1,0,3,"0.0","0.0",0,"Sofiane","0.0",372,FALSE,"Joined Angers on a permanent deal on 5/10","2020-10-05T21:00:12.104758Z",54,"128198.jpg","0.0","Boufal","0.0",FALSE,NA,"u",16,20,0,615,2,4629,9,"0.0","0.0","Boufal",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",605,243,603,243,601,242,607,243,NA,"",NA,"",NA,"","Sofiane Boufal"
"479",0,0,153379,0,0,-2,2,0,3,"0.0","0.0",0,"Josh","0.0",374,FALSE,"Joined Doncaster Rovers on loan until January on 16/10. - Expected back 01 Feb","2020-10-16T11:00:15.652806Z",43,"153379.jpg","0.0","Sims","0.1",FALSE,NA,"n",16,20,0,10015,83,17383,177,"0.0","0.0","Sims",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",503,194,486,195,461,185,507,194,NA,"",NA,"",NA,"","Josh Sims"
"480",NA,NA,158534,0,0,3,-3,1,2,"3.7","4.7",5,"Kyle","4.7",375,FALSE,"",NA,48,"158534.jpg","3.9","Walker-Peters","15.1",FALSE,NA,"a",16,20,63,952640,30559,634306,18425,"1.0","13.1","Walker-Peters",1440,0,2,7,19,0,0,0,4,0,0,6,318,"277.8","115.2","136.0","53.0",67,21,144,32,116,20,95,20,NA,"",NA,"",NA,"","Kyle Walker-Peters"
"481",100,100,171771,0,0,3,-3,2,2,"4.5","5.5",7,"Jan","5.5",376,TRUE,"","2020-11-01T14:30:23.365348Z",48,"171771.jpg","4.5","Bednarek","11.9",FALSE,NA,"a",16,20,72,889179,97384,204242,14783,"1.1","15.0","Bednarek",1350,1,1,7,16,0,0,0,1,0,0,10,330,"330.4","41.2","95.0","46.7",39,8,255,67,162,32,123,28,NA,"",NA,"",NA,"","Jan Bednarek"
"482",NA,NA,200439,0,0,1,-1,1,4,"2.3","3.3",1,"Che","3.3",377,FALSE,"",NA,61,"200439.jpg","4.4","Adams","9.2",FALSE,NA,"a",16,20,70,1052956,21064,681605,43376,"0.5","11.5","Adams",1346,4,5,6,18,0,0,0,1,0,0,9,232,"293.6","250.2","440.0","98.6",52,9,44,3,22,10,22,8,NA,"",NA,"",NA,"","Che Adams"
"483",NA,NA,213482,0,0,-3,3,0,2,"-1.0","0.0",0,"Yan","0.0",378,FALSE,"",NA,47,"213482.jpg","0.0","Valery","0.1",FALSE,NA,"a",16,20,0,1551,37,5979,66,"0.0","0.0","Valery",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",571,211,562,211,550,207,574,211,NA,"",NA,"",NA,"","Yan Valery"
"484",100,100,214466,0,0,-1,1,0,3,"-1.0","0.0",0,"William","0.0",379,FALSE,"","2020-10-23T16:00:20.959746Z",44,"214466.jpg","1.5","Smallbone","0.2",FALSE,NA,"a",16,20,3,23890,77,42490,304,"0.0","0.7","Smallbone",111,0,0,0,4,0,0,0,0,0,0,0,8,"7.2","4.1","0.0","1.1",419,180,381,181,491,193,430,184,NA,"",NA,"",NA,"","William Smallbone"
"485",100,100,214470,-1,1,-1,1,0,2,"-1.0","0.0",0,"Jake","0.0",380,FALSE,"","2020-11-04T12:00:19.654246Z",39,"214470.jpg","0.0","Vokins","1.0",FALSE,NA,"a",16,20,0,33450,476,69204,1196,"0.0","0.0","Vokins",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",452,175,433,175,399,156,456,175,NA,"",NA,"",NA,"","Jake Vokins"
"486",NA,NA,220598,0,0,-4,4,0,4,"-1.0","0.0",0,"Michael","0.0",381,FALSE,"",NA,46,"220598.jpg","1.0","Obafemi","0.9",FALSE,NA,"a",16,20,1,59666,696,176914,1155,"0.0","0.2","Obafemi",13,0,0,0,0,0,0,0,0,0,0,0,2,"0.4","0.1","0.0","0.1",443,55,427,60,535,67,451,61,NA,"",NA,"",NA,"","Michael Obafemi"
"487",100,100,431131,0,0,-1,1,0,3,"-0.2","0.8",2,"Moussa","0.8",382,FALSE,"","2020-10-15T11:30:20.422823Z",54,"431131.jpg","2.4","Djenepo","0.1",FALSE,NA,"a",16,20,29,17203,65,20135,203,"0.1","5.4","Djenepo",663,1,2,3,9,0,0,0,3,0,0,0,90,"96.6","71.2","122.0","28.7",264,111,196,121,131,70,220,104,NA,"",NA,"",NA,"","Moussa Djenepo"
"488",100,100,450527,0,0,-2,2,0,2,"-1.0","0.0",0,"Mohammed","0.0",479,FALSE,"","2020-09-19T03:00:16.950625Z",43,"450527.jpg","0.0","Salisu","0.1",FALSE,NA,"a",16,20,0,1331,19,19468,62,"0.0","0.0","Salisu",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",514,201,498,201,475,191,518,201,NA,"",NA,"",NA,"","Mohammed Salisu"
"489",NA,NA,40383,0,0,0,0,0,1,"-1.0","0.0",0,"Fraser","0.0",523,FALSE,"",NA,40,"40383.jpg","0.0","Forster","3.9",FALSE,NA,"a",16,20,0,317021,4980,109065,5566,"0.0","0.0","Forster",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",462,33,443,9,412,5,466,33,NA,"",NA,"",NA,"","Fraser Forster"
"490",NA,NA,203389,0,0,-1,1,0,3,"-0.8","0.2",0,"Nathan","0.2",524,FALSE,"",NA,44,"203389.jpg","1.0","Tella","0.4",FALSE,NA,"a",16,20,4,51409,152,38757,870,"0.0","0.9","Tella",97,0,0,0,2,0,0,0,0,0,0,0,9,"3.0","2.1","3.0","0.7",432,186,391,184,380,176,435,187,NA,"",NA,"",NA,"","Nathan Tella"
"491",100,100,240143,0,0,0,0,0,3,"-0.3","0.7",0,"Ibrahima","0.7",565,FALSE,"","2020-11-04T12:00:19.976656Z",45,"240143.jpg","1.1","Diallo","0.0",FALSE,NA,"a",16,20,8,2999,46,1948,114,"0.2","1.8","Diallo",114,0,0,1,3,0,0,0,1,0,0,0,22,"16.6","15.8","4.0","3.7",396,170,329,168,376,174,399,177,NA,"",NA,"",NA,"","Ibrahima Diallo"
"492",NA,NA,200088,0,0,0,0,0,4,"-0.5","0.5",0,"Daniel","0.5",590,FALSE,"",NA,45,"200088.jpg","1.0","N'Lundulu","0.1",FALSE,NA,"a",16,20,5,19476,780,11837,737,"0.1","1.1","N'Lundulu",17,0,0,0,0,0,0,0,0,0,0,0,13,"0.6","0.3","2.0","0.3",441,54,420,59,382,57,444,57,NA,"",NA,"",NA,"","Daniel N'Lundulu"
"493",NA,NA,232797,0,0,0,0,0,2,"-1.0","0.0",0,"Kayne","0.0",598,FALSE,"",NA,40,"232797.jpg","0.0","Ramsay","0.1",FALSE,NA,"a",16,20,0,4710,149,2796,177,"0.0","0.0","Ramsay",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",477,185,459,185,428,169,481,185,NA,"",NA,"",NA,"","Kayne Ramsay"
"494",100,100,37915,0,0,1,-1,0,1,"4.3","0.0",0,"Hugo","3.8",383,FALSE,"","2020-12-05T03:00:19.701152Z",56,"37915.jpg","4.4","Lloris","7.2",FALSE,NA,"a",17,6,66,452368,7140,359048,12368,"0.7","11.8","Lloris",1350,0,0,5,15,0,0,0,0,0,48,9,289,"347.4","0.0","0.0","34.8",30,11,608,69,607,69,182,11,NA,"",NA,"",NA,"","Hugo Lloris"
"495",0,0,38290,0,0,-3,3,0,2,"0.0","0.0",0,"Danny","0.0",384,FALSE,"Not included in Spurs' 25-man Premier League squad. - Unknown return date","2020-10-20T22:30:19.169802Z",47,"38290.jpg","0.0","Rose","0.2",FALSE,NA,"n",17,6,0,3513,10,25980,55,"0.0","0.0","Rose",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",563,209,552,209,538,203,566,209,NA,"",NA,"",NA,"","Danny Rose"
"496",100,100,45268,0,0,-2,2,0,3,"2.7","0.0",0,"Moussa","2.2",385,FALSE,"","2020-09-27T16:00:17.236494Z",48,"45268.jpg","2.2","Sissoko","0.5",FALSE,NA,"a",17,6,29,37790,622,51077,1138,"0.5","6.0","Sissoko",1042,0,0,5,12,0,0,0,2,0,0,2,135,"110.2","49.3","4.0","16.4",241,100,240,142,378,175,296,140,NA,"",NA,"",NA,"","Moussa Sissoko"
"497",100,100,55605,0,0,-1,1,0,2,"2.1","0.0",0,"Toby","1.6",386,FALSE,"","2020-11-21T20:30:16.995842Z",54,"55605.jpg","3.4","Alderweireld","1.7",FALSE,NA,"a",17,6,34,90705,1555,182377,2170,"0.3","6.3","Alderweireld",890,0,0,4,10,1,0,0,0,0,0,3,188,"242.2","62.2","23.0","32.9",91,34,207,49,300,97,194,56,NA,"",NA,"",NA,"","Toby Alderweireld"
"498",100,100,62974,0,0,-3,3,0,3,"0.7","0.0",0,"Erik","0.2",387,FALSE,"","2020-11-04T13:30:14.533890Z",57,"62974.jpg","1.5","Lamela","0.1",FALSE,NA,"a",17,6,9,10078,74,20116,61,"0.0","1.6","Lamela",193,0,1,0,5,0,0,0,1,0,0,0,30,"23.8","33.6","95.0","14.9",378,162,281,155,163,89,308,146,3,"",3,"",NA,"","Erik Lamela"
"499",100,100,78830,0,0,5,-5,4,4,"5.9","0.0",0,"Harry","5.4",388,TRUE,"","2020-12-02T13:00:19.592396Z",110,"78830.jpg","7.5","Kane","42.1",FALSE,NA,"a",17,6,113,3468673,32678,1663551,44667,"0.5","10.3","Kane",1343,9,10,5,14,0,0,0,1,0,0,18,397,"610.0","291.5","649.0","155.0",2,1,28,1,8,5,4,1,NA,"",1,"",1,"","Harry Kane"
"500",100,100,80226,0,0,-3,3,0,2,"2.7","0.0",0,"Serge","2.2",389,FALSE,"","2020-12-09T15:00:21.091301Z",52,"80226.jpg","4.5","Aurier","2.3",FALSE,NA,"a",17,6,36,230683,2127,334984,5589,"0.4","6.9","Aurier",693,1,1,3,9,0,0,0,0,0,0,2,158,"189.4","67.3","76.0","33.3",149,60,202,48,190,45,189,54,NA,"",NA,"",NA,"","Serge Aurier"
"501",100,100,85971,0,0,7,-7,6,3,"6.9","0.0",0,"Heung-Min","6.4",390,TRUE,"","2020-09-27T16:00:17.251688Z",97,"85971.jpg","7.9","Son","62.7",FALSE,NA,"a",17,6,119,5597122,34945,3141543,45815,"0.7","12.3","Son",1256,11,4,7,9,0,0,0,0,0,0,16,382,"547.4","389.2","475.0","141.4",4,3,13,10,17,9,6,5,1,"",6,"",2,"","Heung-Min Son"
"502",100,100,93264,0,0,1,-1,0,2,"2.7","0.0",0,"Eric","2.2",391,FALSE,"","2020-10-14T11:30:18.535866Z",51,"93264.jpg","3.2","Dier","5.9",FALSE,NA,"a",17,6,45,507159,11536,209278,13363,"0.4","8.8","Dier",1260,0,0,5,12,0,0,0,1,0,0,1,232,"275.0","22.1","42.0","33.8",71,23,309,100,256,77,186,52,NA,"",2,"",NA,"","Eric Dier"
"503",75,NA,95715,0,0,-3,3,0,3,"0.8","0.0",0,"Lucas","0.6",392,FALSE,"Unknown - 75% chance of playing","2020-12-30T00:00:14.773116Z",67,"95715.jpg","1.8","Rodrigues Moura da Silva","1.1",FALSE,NA,"d",17,6,22,79055,181,178083,1140,"0.1","3.3","Lucas Moura",444,1,0,1,7,0,0,0,0,0,0,1,53,"72.4","50.9","125.0","24.7",295,126,236,141,129,68,250,117,NA,"",NA,"",NA,"","Lucas Rodrigues Moura da Silva"
"504",NA,NA,102884,0,0,-2,2,0,1,"0.5","0.0",0,"Paulo","0.0",393,FALSE,"",NA,43,"102884.jpg","0.0","Gazzaniga","0.2",FALSE,NA,"a",17,6,0,4428,50,16449,176,"0.0","0.0","Gazzaniga",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",498,55,481,33,455,29,502,55,NA,"",NA,"",NA,"","Paulo Gazzaniga"
"505",NA,NA,108823,0,0,-6,6,0,3,"0.9","0.0",0,"Bamidele","0.4",394,FALSE,"",NA,74,"108823.jpg","1.0","Alli","0.5",FALSE,NA,"a",17,6,4,20496,153,245907,275,"0.1","0.5","Alli",74,0,0,0,1,0,0,0,0,0,0,0,13,"11.4","14.0","27.0","5.2",412,177,338,172,290,150,384,171,NA,"",NA,"",3,"","Bamidele Alli"
"506",NA,NA,115556,0,0,-4,4,0,2,"2.3","0.0",0,"Ben","1.8",395,FALSE,"",NA,46,"115556.jpg","2.4","Davies","0.8",FALSE,NA,"a",17,6,26,72586,1527,196601,903,"0.4","5.7","Davies",587,0,2,1,7,0,0,0,0,0,0,1,114,"109.8","76.7","48.0","23.4",242,92,187,41,240,70,256,83,NA,"",NA,"",NA,"","Ben Davies"
"507",NA,NA,132015,0,0,-1,1,0,3,"2.5","0.0",0,"Pierre-Emile","2.0",396,FALSE,"",NA,49,"132015.jpg","2.4","Højbjerg","1.0",FALSE,NA,"a",17,6,36,98608,1454,109575,2730,"0.4","7.3","Højbjerg",1350,0,1,5,15,0,0,0,2,0,0,0,201,"247.8","111.6","31.0","39.2",88,29,150,94,280,143,162,84,NA,"",NA,"",NA,"","Pierre-Emile Højbjerg"
"508",100,100,157668,0,0,-3,3,0,3,"0.7","0.0",0,"Harry","0.2",397,FALSE,"","2020-11-20T14:00:27.542715Z",52,"157668.jpg","1.0","Winks","0.1",FALSE,NA,"a",17,6,6,4249,50,12326,74,"0.0","1.2","Winks",372,0,0,0,8,0,0,0,3,0,0,0,41,"47.2","23.8","0.0","7.0",332,145,304,163,590,238,366,165,NA,"",NA,"",NA,"","Harry Winks"
"509",NA,NA,173904,0,0,-2,2,0,2,"0.9","0.0",0,"Davinson","0.4",398,FALSE,"",NA,53,"173904.jpg","1.2","Sánchez","0.7",FALSE,NA,"a",17,6,6,27320,363,64606,443,"0.1","1.1","Sánchez",450,0,0,0,8,1,0,0,0,0,0,0,51,"74.0","3.7","88.0","16.6",291,113,385,145,174,37,293,95,NA,"",NA,"",NA,"","Davinson Sánchez"
"510",0,0,184349,0,0,-3,3,0,2,"0.0","0.0",0,"Ryan","0.0",399,FALSE,"Joined Hoffenheim on loan until the end of the season on 5/10. - Expected back 01 Jul","2020-10-05T09:30:18.086610Z",47,"184349.jpg","0.0","Sessegnon","0.1",FALSE,NA,"n",17,6,0,1035,5,16212,29,"0.0","0.0","Sessegnon",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",567,210,558,210,545,205,570,210,NA,"",NA,"",NA,"","Ryan Sessegnon"
"511",100,100,194252,0,0,-5,5,0,3,"2.1","0.0",0,"Steven","1.6",400,FALSE,"","2020-11-27T13:30:25.449944Z",70,"194252.jpg","1.9","Bergwijn","0.4",FALSE,NA,"a",17,6,19,21160,443,93726,604,"0.2","2.7","Bergwijn",588,0,0,4,5,0,0,0,1,0,0,0,23,"31.0","54.9","58.0","13.8",366,156,221,130,215,112,316,148,6,"",NA,"",NA,"","Steven Bergwijn"
"512",NA,NA,195774,0,0,-3,3,0,3,"0.5","0.0",0,"Gedson","0.0",401,FALSE,"",NA,47,"195774.jpg","0.0","Carvalho Fernandes","0.1",FALSE,NA,"a",17,6,0,2713,43,6980,69,"0.0","0.0","Fernandes",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",568,225,559,226,547,220,571,225,NA,"",NA,"",NA,"","Gedson Carvalho Fernandes"
"513",100,100,199584,0,0,-1,1,0,2,"0.5","0.0",0,"Japhet","0.0",402,FALSE,"","2020-12-15T14:30:17.643336Z",49,"199584.jpg","0.0","Tanganga","0.0",FALSE,NA,"a",17,6,0,1028,39,7223,25,"0.0","0.0","Tanganga",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",591,218,584,218,574,214,594,218,NA,"",NA,"",NA,"","Japhet Tanganga"
"514",0,0,200826,0,0,-1,1,0,3,"0.0","0.0",0,"Giovani","1.4",403,FALSE,"Muscle injury - Unknown return date","2020-12-20T17:30:22.999355Z",69,"200826.jpg","1.8","Lo Celso","0.4",FALSE,NA,"i",17,6,20,13202,22,43224,518,"0.2","2.9","Lo Celso",433,1,1,2,4,0,0,0,3,0,0,0,71,"107.6","126.7","96.0","32.7",248,103,133,86,160,87,198,95,2,"",4,"",NA,"","Giovani Lo Celso"
"515",0,0,209042,0,0,-1,1,0,3,"0.0","0.0",0,"Oliver","0.0",404,FALSE,"Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul","2020-08-18T09:30:16.995257Z",44,"209042.jpg","0.0","Skipp","0.0",FALSE,NA,"n",17,6,0,1775,13,3013,23,"0.0","0.0","Skipp",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",526,200,510,201,490,192,530,200,NA,"",NA,"",NA,"","Oliver Skipp"
"516",100,100,231372,0,0,-1,1,1,3,"3.5","0.0",0,"Tanguy","3.0",405,FALSE,"","2020-12-06T18:30:27.607609Z",59,"231372.jpg","3.3","Ndombele","0.5",FALSE,NA,"a",17,6,43,50999,2520,43377,1246,"0.5","7.3","Ndombele",724,2,1,7,5,0,0,0,2,0,0,3,148,"181.6","150.7","128.0","46.1",153,57,103,71,123,63,128,68,NA,"",NA,"",NA,"","Tanguy Ndombele"
"517",0,0,234908,0,0,-2,2,0,2,"0.0","0.0",0,"Juan","0.0",406,FALSE,"Joined Villarreal on loan until the end of the season on 4/10. - Expected back 01 Jul","2020-10-05T21:30:11.646440Z",43,"234908.jpg","0.0","Foyth","0.1",FALSE,NA,"n",17,6,0,1498,12,9352,25,"0.0","0.0","Foyth",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",510,200,494,200,471,190,514,200,NA,"",NA,"",NA,"","Juan Foyth"
"518",100,100,87835,0,0,-3,3,1,2,"0.9","0.0",0,"Matt","0.4",457,FALSE,"","2020-11-16T16:30:18.355852Z",57,"87835.jpg","3.7","Doherty","4.9",FALSE,NA,"a",17,6,26,197483,1056,1433303,3825,"0.1","4.6","Doherty",615,0,1,2,6,0,0,0,1,0,0,3,109,"131.4","83.3","49.0","26.5",212,83,179,37,237,68,237,75,NA,"",NA,"",NA,"","Matt Doherty"
"519",100,100,15749,0,0,-2,2,0,1,"0.5","0.0",0,"Joe","0.0",482,FALSE,"","2020-08-20T13:00:12.071870Z",43,"15749.jpg","0.0","Hart","0.6",FALSE,NA,"a",17,6,0,10204,142,38954,419,"0.0","0.0","Hart",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",488,50,470,27,444,23,492,50,NA,"",NA,"",NA,"","Joe Hart"
"520",0,0,168763,0,0,-1,1,0,2,"0.0","0.0",0,"Cameron","0.0",521,FALSE,"Joined Bournemouth on loan until the end of the season on 16/10. - Expected back 01 Jul","2020-10-16T21:30:12.318900Z",39,"168763.jpg","0.0","Carter-Vickers","0.3",FALSE,NA,"n",17,6,0,17644,164,29068,334,"0.0","0.0","Carter-Vickers",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",451,174,432,174,397,154,455,174,NA,"",NA,"",NA,"","Cameron Carter-Vickers"
"521",100,100,199249,0,0,2,-2,0,2,"3.7","0.0",0,"Sergio","3.2",542,FALSE,"","2020-12-02T13:00:19.934946Z",57,"199249.jpg","3.9","Reguilón","6.9",FALSE,NA,"a",17,6,43,763161,14113,305314,15267,"0.6","7.5","Reguilón",879,0,2,5,9,0,0,0,2,0,0,0,181,"168.0","117.0","116.0","40.2",169,66,142,31,138,24,153,42,5,"",NA,"",NA,"","Sergio Reguilón"
"522",0,75,36903,0,0,-2,2,0,3,"0.0","0.0",0,"Gareth","0.2",543,FALSE,"Unknown - Expected back 28 Jan","2020-12-23T23:00:15.741897Z",93,"36903.jpg","3.5","Bale","0.3",FALSE,NA,"i",17,6,14,157461,54,149576,986,"0.0","1.5","Bale",160,1,0,1,4,0,0,0,0,0,0,3,37,"45.2","54.6","61.0","16.1",336,148,224,132,210,111,300,142,4,"",5,"",NA,"","Gareth Bale"
"523",75,100,245824,0,0,-1,1,0,4,"0.4","0.0",0,"Carlos Vinicius","0.0",564,FALSE,"Unknown - 75% chance of playing","2020-12-30T00:00:15.235264Z",69,"245824.jpg","1.0","Alves Morais","0.0",FALSE,NA,"d",17,6,1,5331,67,5144,141,"0.0","0.1","Carlos Vinicius",12,0,0,0,0,0,0,0,0,0,0,0,2,"2.0","10.3","21.0","3.3",437,53,357,51,308,49,402,49,NA,"",NA,"",NA,"","Carlos Vinicius Alves Morais"
"524",NA,NA,214225,0,0,0,0,0,2,"0.7","0.0",0,"Joe","0.2",584,FALSE,"",NA,50,"214225.jpg","2.2","Rodon","0.0",FALSE,NA,"a",17,6,9,2878,42,2148,71,"0.0","1.8","Rodon",101,0,0,1,0,0,0,0,0,0,0,0,36,"20.4","0.3","0.0","2.1",385,151,421,166,585,217,416,156,NA,"",NA,"",NA,"","Joe Rodon"
"525",NA,NA,50093,0,0,0,0,0,1,"-1.0","-0.5",0,"David","0.0",56,FALSE,"",NA,40,"50093.jpg","0.0","Button","4.4",FALSE,NA,"a",18,35,0,158924,2917,163628,4693,"0.0","0.0","Button",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",466,37,447,13,416,9,470,37,NA,"",NA,"",NA,"","David Button"
"526",100,100,171975,0,0,-1,1,1,4,"0.2","0.7",2,"Callum","1.2",358,FALSE,"","2020-11-12T11:30:20.560757Z",54,"171975.jpg","2.3","Robinson","0.4",FALSE,NA,"a",18,35,35,136097,786,134602,1027,"0.2","6.5","Callum Robinson",751,2,1,2,19,0,0,0,0,0,0,3,117,"101.2","134.2","145.0","37.5",257,31,118,13,105,37,169,30,NA,"",NA,"",NA,"","Callum Robinson"
"527",75,100,42427,0,0,-2,2,0,2,"-0.1","0.3",0,"Kieran","0.8",407,FALSE,"Knock - 75% chance of playing","2020-12-29T20:00:14.948078Z",43,"42427.jpg","0.3","Gibbs","0.2",FALSE,NA,"d",18,35,2,8461,320,47773,481,"0.2","0.5","Gibbs",450,0,0,0,14,0,0,0,1,1,0,0,55,"65.2","16.3","4.0","8.7",306,117,327,114,370,143,350,127,NA,"",NA,"",NA,"","Kieran Gibbs"
"528",0,0,49440,0,0,-3,3,0,4,"0.0","0.0",0,"Hal","0.0",408,FALSE,"Wrist Injury - Unknown return date","2020-12-06T22:30:19.880213Z",52,"49440.jpg","1.0","Robson-Kanu","0.1",FALSE,NA,"i",18,35,5,7945,20,31013,66,"0.0","1.0","Robson-Kanu",137,0,0,0,5,0,0,0,0,0,0,0,6,"11.4","11.6","25.0","4.8",411,47,350,49,298,48,389,48,NA,"",NA,"",2,"","Hal Robson-Kanu"
"529",0,0,49944,0,0,-3,3,0,3,"0.0","0.0",0,"Jake","0.0",409,FALSE,"Suspended until 16 Jan","2020-12-20T22:00:22.999308Z",47,"49944.jpg","1.2","Livermore","0.1",FALSE,NA,"s",18,35,12,4651,19,13615,106,"0.0","2.6","Livermore",771,0,0,1,21,1,0,0,2,1,0,0,54,"72.0","54.2","31.0","15.3",296,127,226,134,277,141,305,145,NA,"",NA,"",NA,"","Jake Livermore"
"530",100,100,49957,0,0,-2,2,0,3,"-0.8","-0.3",0,"Kamil","0.2",410,FALSE,"","2020-10-20T22:30:19.255186Z",53,"49957.jpg","1.0","Grosicki","0.0",FALSE,NA,"a",18,35,1,614,7,7220,19,"0.0","0.2","Grosicki",10,0,0,0,1,0,0,0,0,0,0,0,3,"0.0","0.3","0.0","0.0",603,242,422,192,596,241,605,242,5,"",NA,"",NA,"","Kamil Grosicki"
